stag,event,gender,age,industry,profesi,traffic,coach,head_gender,greywage,way,extraversion,independ,selfcontrol,anxiety,novator,profession
138.9404517,0,f,30,RealEstate,BusinessDevelopment,referal,my head,m,white,foot,5.4,6.9,2.6,5.6,8.3,Non-HR
23.6550308,1,m,26,manufacture,Engineer,referal,my head,m,white,bus,4.6,5.5,8.7,5.6,1.3,Non-HR
20.56673511,1,m,33,Banks,etc,youjs,no,m,white,car,6.2,4.1,3.3,8.7,9.8,Non-HR
94.12731006,0,f,25,Retail,HR,youjs,no,m,grey,car,6.2,3.4,6.4,6.3,7.5,HR
2.102669405,0,f,32,etc,Marketing,rabrecNErab,my head,m,white,foot,5.4,5.5,3.3,7.9,8.3,Non-HR
96.65708419,0,f,36,Retail,HR,KA,no,m,white,car,6.2,6.2,5.7,4,5.2,HR
34.49691992,0,f,38,Building,HR,referal,no,m,white,car,1.4,4.8,5.7,6.3,6.7,HR
46.78439425,1,f,23,Retail,Marketing,advert,my head,f,white,car,3,6.2,8.7,4.8,6,Non-HR
80.16427105,1,f,26,State,manage,referal,no,f,white,foot,4.6,5.5,8,4.8,5.2,Non-HR
11.89322382,1,f,24,Banks,HR,rabrecNErab,no,f,white,foot,7.8,6.2,4.9,1.7,3.7,HR
79.86858316,1,f,25,Retail,HR,empjs,no,m,white,bus,7.8,6.9,3.3,3.3,5.2,HR
2.201232033,1,f,33,Banks,HR,rabrecNErab,no,f,white,car,5.4,6.2,7.2,2.5,5.2,HR
16.82135524,0,f,32,Pharma,Sales,rabrecNErab,no,f,white,bus,5.4,7.6,8.7,2.5,2.9,Non-HR
6.045174538,0,f,44,Banks,HR,KA,no,f,white,car,4.6,4.8,8.7,4.8,6,HR
1.741273101,1,f,24,Consult,Consult,youjs,no,f,grey,bus,6.2,4.8,8,4,2.9,Non-HR
24.18069815,1,f,23,manufacture,HR,youjs,my head,f,white,bus,6.2,3.4,6.4,4.8,3.7,HR
38.01232033,0,f,25,manufacture,HR,youjs,no,f,white,bus,6.2,3.4,6.4,4.8,3.7,HR
5.749486653,1,f,34,etc,HR,empjs,no,m,white,car,8.6,5.5,1,6.3,9.8,HR
12.02464066,1,m,30,Retail,Sales,rabrecNErab,no,m,grey,car,5.4,4.1,4.9,6.3,6,Non-HR
8.31211499,1,f,29,State,Teaching,advert,no,f,white,foot,9.4,5.5,3.3,3.3,5.2,Non-HR
15.21149897,1,f,30,Mining,HR,youjs,my head,f,white,car,4.6,6.9,7.2,3.3,6.7,HR
93.9301848,0,f,29,IT,HR,rabrecNErab,no,f,white,bus,4.6,7.6,7.2,2.5,4.4,HR
27.56468172,0,f,26, HoReCa,HR,youjs,my head,f,white,car,3,6.9,7.2,4.8,5.2,HR
49.14989733,1,f,28,Retail,HR,rabrecNErab,my head,m,white,bus,7.8,6.9,4.1,3.3,7.5,HR
86.6036961,1,f,33, HoReCa,HR,youjs,my head,m,white,bus,3.8,8.4,8,4,4.4,HR
86.6036961,1,f,33, HoReCa,HR,youjs,my head,m,white,bus,4.6,9.1,4.9,3.3,2.9,HR
53.35523614,1,f,27,Retail,HR,rabrecNErab,no,m,white,foot,7,5.5,4.9,6.3,8.3,HR
139.0718686,1,f,32,State,Teaching,rabrecNErab,no,f,white,bus,7.8,4.8,4.1,3.3,7.5,Non-HR
28.35318275,1,f,31,Banks,HR,empjs,no,f,grey,bus,7,6.2,1,9.4,7.5,HR
23.12936345,0,f,23,Retail,HR,youjs,yes,f,white,bus,6.2,4.8,7.2,4,6.7,HR
15.14579055,1,m,22,PowerGeneration,etc,recNErab,no,m,white,bus,6.2,2.6,7.2,5.6,6.7,Non-HR
160.0657084,1,f,24,Telecom,HR,referal,no,m,white,bus,1,6.9,9.5,4.8,7.5,HR
19.71252567,1,f,23,Retail,Sales,empjs,my head,f,white,bus,7,4.8,4.1,5.6,6.7,Non-HR
16.82135524,0,f,32,Retail,HR,rabrecNErab,no,f,white,bus,3,4.1,7.2,7.1,8.3,HR
15.86858316,0,m,42,manufacture,BusinessDevelopment,youjs,no,m,white,car,1.4,4.1,9.5,7.1,5.2,Non-HR
70.30800821,1,m,22,PowerGeneration,Marketing,rabrecNErab,no,m,white,bus,5.4,4.1,8.7,4,2.1,Non-HR
2.792607803,1,m,39,Banks,BusinessDevelopment,youjs,no,f,white,bus,7.8,4.8,1.8,8.7,8.3,Non-HR
13.01026694,1,m,34,etc,HR,empjs,no,m,grey,bus,3.8,2.6,8,9.4,6,HR
88.90349076,0,f,30,State,HR,youjs,no,m,white,bus,4.6,2.6,7.2,7.1,6.7,HR
123.0718686,1,f,28,Retail,Marketing,rabrecNErab,no,f,white,car,3,8.4,3.3,7.9,8.3,Non-HR
59.99178645,0,f,31,Retail,BusinessDevelopment,referal,no,m,white,car,4.6,4.8,8,4.8,6.7,Non-HR
59.99178645,0,f,31,Retail,BusinessDevelopment,referal,no,m,white,car,6.2,6.9,7.2,4.8,5.2,Non-HR
26.67761807,1,f,32,etc,HR,youjs,yes,f,white,bus,3,8.4,7.2,6.3,7.5,HR
18.00410678,0,f,40,manufacture,HR,youjs,no,m,white,bus,3,6.9,4.9,5.6,6,HR
16.59137577,1,f,22,IT,manage,youjs,yes,f,white,bus,8.6,6.2,2.6,5.6,9.8,Non-HR
2.759753593,1,f,41,Banks,HR,rabrecNErab,no,m,white,bus,3.8,8.4,2.6,4.8,7.5,HR
23.68788501,1,f,24,manufacture,HR,rabrecNErab,my head,f,grey,bus,3,4.8,7.2,7.9,5.2,HR
23.68788501,1,f,24,manufacture,HR,rabrecNErab,my head,f,grey,bus,3,5.5,5.7,7.1,5.2,HR
16.42710472,1,f,26,etc,Engineer,empjs,no,m,white,bus,6.2,5.5,3.3,6.3,8.3,Non-HR
45.96303901,1,f,36,RealEstate,manage,rabrecNErab,no,m,white,bus,5.4,5.5,7.2,4.8,4.4,Non-HR
12.02464066,1,m,30,Retail,Sales,rabrecNErab,no,m,grey,car,5.4,4.1,4.9,6.3,6,Non-HR
73.65913758,1,f,30,Retail,HR,youjs,yes,f,white,bus,4.6,4.8,5.7,8.7,6,HR
2.759753593,0,f,31,IT,HR,youjs,no,m,white,bus,7,3.4,8,7.9,6,HR
26.94045175,1,f,24,Pharma,HR,empjs,no,f,white,bus,5.4,4.8,4.9,4.8,5.2,HR
2.431211499,1,f,28,IT,HR,youjs,no,f,white,bus,6.2,3.4,4.9,7.9,7.5,HR
68.27104723,1,f,24,etc,PR,referal,no,f,white,foot,7,4.1,2.6,7.9,7.5,Non-HR
68.27104723,1,f,24,etc,PR,referal,no,f,white,foot,7.8,6.2,2.6,5.6,6.7,Non-HR
1.642710472,1,f,44,etc,HR,youjs,no,m,white,bus,4.6,7.6,5.7,2.5,6,HR
76.15605749,0,f,24,Retail,HR,rabrecNErab,yes,m,white,car,7,6.2,1.8,6.3,7.5,HR
12.35318275,1,m,39,Retail,manage,empjs,no,m,white,car,6.2,3.4,6.4,6.3,7.5,Non-HR
58.21765914,0,f,35,Telecom,BusinessDevelopment,referal,my head,f,white,bus,8.6,5.5,3.3,4.8,6.7,Non-HR
32.49281314,1,f,40,Retail,HR,KA,no,m,white,car,6.2,6.2,5.7,4.8,7.5,HR
6.275154004,1,f,30.40033257,Retail,Marketing,youjs,yes,f,white,bus,7.8,6.2,4.9,4,8.3,Non-HR
5.026694045,1,f,26,Banks,HR,youjs,no,f,grey,bus,4.6,6.2,5.7,4,6,HR
5.026694045,1,f,26,Banks,HR,youjs,no,f,grey,bus,4.6,5.5,6.4,5.6,5.2,HR
22.66940452,0,f,31,etc,HR,empjs,no,f,white,bus,5.4,5.5,4.9,5.6,6.7,HR
27.36755647,0,f,26,IT,HR,empjs,yes,f,white,bus,9.4,6.2,2.6,4,6,HR
27.36755647,0,f,26,IT,HR,empjs,yes,f,white,bus,6.2,7.6,4.1,3.3,6.7,HR
150.1437372,1,f,33,Pharma,HR,empjs,no,f,white,car,5.4,3.4,5.7,7.1,5.2,HR
53.2238193,0,f,23,Consult,HR,empjs,yes,f,white,foot,8.6,5.5,2.6,4.8,7.5,HR
5.9137577,0,f,32,Retail,HR,rabrecNErab,no,f,white,bus,3.8,6.2,8,4,6.7,HR
53.97946612,1,m,28,etc,IT,youjs,no,m,white,bus,7.8,6.9,2.6,6.3,7.5,Non-HR
73.82340862,0,f,26,Retail,etc,youjs,no,m,white,car,10,5.5,2.6,6.3,6.7,Non-HR
27.49897331,1,f,27,etc,HR,KA,no,f,white,bus,3.8,1.9,9.5,7.1,2.1,HR
44.48459959,0,m,22,IT,IT,rabrecNErab,my head,m,white,foot,4.6,2.6,6.4,9.4,6,Non-HR
54.01232033,1,m,37,IT,IT,rabrecNErab,no,m,white,bus,10,3.4,3.3,6.3,10,Non-HR
8.574948665,1,m,38,Agriculture,HR,empjs,no,f,white,bus,4.6,4.1,4.1,8.7,8.3,HR
64.29568789,1,m,44,Retail,Sales,youjs,no,m,grey,bus,2.2,5.5,8.7,7.1,6.7,Non-HR
27.23613963,0,f,27,etc,etc,empjs,no,m,white,bus,7,6.9,5.7,3.3,6.7,Non-HR
23.9835729,1,f,23,Agriculture,Consult,referal,yes,m,white,bus,4.6,6.9,7.2,3.3,2.1,Non-HR
23.9835729,1,f,23,Agriculture,Consult,referal,yes,m,white,bus,4.6,6.9,7.2,2.5,2.9,Non-HR
23.9835729,1,f,23,Agriculture,Consult,referal,my head,m,white,bus,4.6,6.9,7.2,3.3,2.1,Non-HR
23.9835729,1,f,23,Agriculture,Consult,referal,my head,m,white,bus,4.6,6.9,7.2,2.5,2.9,Non-HR
37.78234086,1,f,34,Building,HR,youjs,my head,f,white,bus,4.6,2.6,5.7,7.9,7.5,HR
17.80698152,0,m,23,Telecom,Engineer,empjs,no,m,grey,bus,3.8,9.1,8.7,4.8,5.2,Non-HR
95.44147844,0,f,25,Retail,HR,youjs,no,m,grey,bus,6.2,3.4,6.4,6.3,7.5,HR
27.59753593,0,f,26,Retail,HR,recNErab,no,f,white,bus,4.6,6.2,5.7,6.3,4.4,HR
27.59753593,0,f,26,Retail,HR,recNErab,no,f,white,bus,3.8,4.1,8.7,7.9,5.2,HR
72.41067762,0,f,30,Retail,etc,youjs,no,f,grey,bus,6.2,2.6,6.4,5.6,6,Non-HR
2.98973306,1,m,45,Telecom,BusinessDevelopment,friends,my head,m,white,bus,3,8.4,7.2,7.1,6,Non-HR
11.53182752,0,f,31,transport,Consult,friends,no,m,white,bus,5.4,6.2,6.4,4,3.7,Non-HR
11.53182752,0,f,31,transport,Consult,friends,no,m,white,bus,3.8,3.4,8,6.3,6,Non-HR
23.52361396,1,f,36,manufacture,etc,empjs,my head,f,white,foot,4.6,4.1,4.9,5.6,3.7,Non-HR
23.52361396,1,f,36,manufacture,etc,empjs,my head,f,white,foot,6.2,4.8,5.7,4,2.9,Non-HR
40.04928131,0,f,29,PowerGeneration,Commercial,youjs,no,m,grey,car,5.4,6.2,4.1,5.6,8.3,Non-HR
54.04517454,1,f,30,Telecom,HR,youjs,yes,f,white,foot,5.4,4.1,4.9,8.7,7.5,HR
20.92813142,1,f,23,manufacture,Engineer,youjs,yes,m,white,bus,3,6.9,5.7,7.9,5.2,Non-HR
20.92813142,1,f,23,manufacture,Engineer,youjs,yes,m,white,bus,4.6,6.9,7.2,4.8,5.2,Non-HR
11.99178645,1,f,27,Retail,HR,rabrecNErab,yes,f,white,bus,6.2,6.9,3.3,4.8,6.7,HR
44.97741273,1,m,29,Consult,HR,empjs,no,m,white,car,3,4.8,4.9,6.3,7.5,HR
14.22587269,1,f,28,State,manage,rabrecNErab,no,f,white,bus,7,6.9,6.4,2.5,5.2,Non-HR
58.94045175,0,m,46,Consult,HR,advert,no,f,white,bus,3,6.2,8,5.6,3.7,HR
61.73305955,1,m,23,State,Law,referal,my head,m,white,car,4.6,6.9,7.2,3.3,2.1,Non-HR
61.73305955,1,m,23,State,Law,referal,my head,m,white,car,4.6,6.9,7.2,2.5,2.9,Non-HR
140.9445585,0,f,26,Building,HR,rabrecNErab,no,m,white,foot,3.8,1.9,8.7,6.3,4.4,HR
140.9445585,0,f,26,Building,HR,rabrecNErab,no,m,white,foot,5.4,2.6,8,7.1,5.2,HR
6.176591376,1,f,38,transport,HR,youjs,no,m,grey,bus,6.2,6.2,8,2.5,3.7,HR
6.176591376,1,f,38,transport,HR,youjs,no,m,grey,bus,4.6,6.2,8,4,3.7,HR
94.9486653,1,m,26,Retail,IT,friends,no,m,white,bus,3.8,7.6,7.2,7.9,4.4,Non-HR
70.17659138,0,f,31,Retail,HR,youjs,my head,f,white,bus,4.6,5.5,7.2,3.3,2.9,HR
70.17659138,0,f,31,Retail,HR,youjs,my head,f,white,bus,4.6,5.5,7.2,4.8,3.7,HR
57.23203285,1,f,36,Building,HR,KA,no,f,white,bus,3.8,5.5,6.4,5.6,6,HR
45.73305955,0,f,33,PowerGeneration,HR,empjs,my head,f,white,car,7.8,6.2,6.4,7.9,6,HR
45.73305955,0,f,33,PowerGeneration,HR,empjs,my head,f,white,car,3.8,3.4,5.7,8.7,7.5,HR
29.01026694,1,f,28,Building,BusinessDevelopment,referal,no,m,white,foot,9.4,3.4,4.9,3.3,6,Non-HR
11.99178645,1,f,27,Retail,HR,referal,yes,f,white,bus,6.2,6.9,3.3,4.8,6.7,HR
27.36755647,0,f,26,Banks,IT,youjs,my head,m,grey,car,6.2,5.5,4.9,5.6,6.7,Non-HR
105.9219713,0,f,28,Retail,HR,youjs,no,m,white,bus,5.4,3.4,7.2,6.3,3.7,HR
3.449691992,1,f,40,Retail,HR,youjs,no,m,grey,car,6.2,5.5,4.9,4.8,7.5,HR
4.533880903,1,m,23,etc,Marketing,friends,my head,m,white,bus,1.4,9.8,6.4,3.3,6,Non-HR
35.77823409,1,f,22,IT,IT,empjs,my head,m,grey,bus,7,4.1,5.7,5.6,8.3,Non-HR
40.31211499,0,f,29,manufacture,HR,rabrecNErab,my head,m,white,foot,6.2,3.4,4.1,7.9,7.5,HR
40.31211499,0,f,29,manufacture,HR,rabrecNErab,my head,m,white,foot,6.2,3.4,4.1,7.9,7.5,HR
2.201232033,1,m,23,State,etc,rabrecNErab,my head,m,white,bus,6.2,2.6,7.2,6.3,7.5,Non-HR
40.3449692,0,f,29,manufacture,HR,rabrecNErab,my head,m,white,foot,6.2,3.4,4.1,7.9,7.5,HR
40.37782341,0,f,29,manufacture,HR,rabrecNErab,my head,m,white,foot,6.2,3.4,4.1,7.9,7.5,HR
11.23613963,1,m,26,IT,IT,empjs,no,m,white,bus,3.8,4.8,6.4,8.7,6,Non-HR
85.09240246,0,f,26,transport,HR,youjs,yes,f,white,bus,7.8,4.8,6.4,4.8,6,HR
9.823408624,1,m,26,Building,Engineer,empjs,my head,m,white,bus,4.6,5.5,5.7,8.7,6,Non-HR
64.19712526,0,m,19,IT,IT,youjs,no,m,white,bus,4.6,6.2,7.2,5.6,6,Non-HR
14.45585216,0,f,33,Retail,HR,youjs,no,m,grey,bus,6.2,4.8,6.4,2.5,4.4,HR
21.15811088,1,f,24,Consult,Consult,rabrecNErab,my head,f,white,bus,6.2,4.8,8,4,2.9,Non-HR
28.78028747,0,f,31,Retail,Accounting,youjs,no,f,white,bus,7,2.6,7.2,4.8,4.4,Non-HR
155.1704312,1,f,33,Pharma,HR,empjs,no,f,white,car,5.4,3.4,5.7,7.1,5.2,HR
13.86447639,1,f,22,IT,HR,rabrecNErab,no,m,white,bus,7,2.6,7.2,6.3,6,HR
13.01026694,1,f,25,Banks,HR,empjs,my head,m,white,bus,9.4,6.2,3.3,2.5,6.7,HR
2.759753593,0,f,28,Agriculture,HR,friends,no,m,white,bus,6.2,5.5,3.3,6.3,8.3,HR
2.825462012,0,f,32,Telecom,HR,youjs,no,f,white,bus,7,5.5,3.3,7.1,6.7,HR
4.008213552,1,f,22,transport,HR,youjs,no,m,white,bus,2.2,8.4,4.9,7.1,6.7,HR
10.34907598,1,f,37,Consult,Finanñe,empjs,no,m,white,bus,7,7.6,2.6,5.6,8.3,Non-HR
34.03696099,1,f,27,Retail,HR,empjs,no,f,grey,car,7.8,4.8,3.3,5.6,6.7,HR
34.03696099,1,f,27,Retail,HR,empjs,no,f,grey,car,10,4.1,1.8,6.3,8.3,HR
11.95893224,1,f,35,Telecom,HR,empjs,my head,f,white,foot,6.2,4.1,6.4,5.6,6.7,HR
164.5667351,0,f,27,Telecom,Marketing,advert,no,f,white,car,3.8,4.8,4.9,6.3,5.2,Non-HR
32.95277207,1,m,24,Consult,HR,empjs,no,f,white,foot,2.2,4.1,6.4,9.4,6,HR
5.32238193,1,f,25,Banks,HR,youjs,my head,f,grey,bus,5.4,3.4,8,6.3,2.1,HR
40.3449692,1,f,23,Banks,IT,youjs,my head,m,white,bus,5.4,6.2,3.3,4,6,Non-HR
34.23408624,0,f,24,IT,HR,empjs,my head,f,white,bus,8.6,6.9,4.9,1.7,4.4,HR
96,1,m,31,Retail,IT,youjs,no,m,white,bus,4.6,2.6,6.4,10,4.4,Non-HR
7.030800821,1,m,35,Retail,Sales,youjs,no,m,white,foot,5.4,6.2,4.9,4,2.9,Non-HR
26.94045175,1,f,21,State,PR,empjs,no,f,white,bus,3,5.5,7.2,5.6,2.1,Non-HR
115.5482546,0,f,19,Retail,HR,rabrecNErab,yes,f,white,bus,7,6.2,5.7,2.5,5.2,HR
28.58316222,1,f,21,Consult,HR,empjs,yes,f,white,bus,7,9.1,1.8,4.8,6,HR
26.31622177,1,f,24,Building,etc,friends,no,m,grey,bus,5.4,4.1,2.6,7.9,6,Non-HR
29.27310062,0,f,35,Pharma,HR,KA,my head,f,white,bus,5.4,4.8,5.7,4,3.7,HR
57.82340862,1,m,25,Retail,Sales,youjs,my head,m,white,car,7,5.5,4.1,6.3,8.3,Non-HR
133.9137577,1,m,19,manufacture,Accounting,friends,no,f,white,car,6.2,3.4,5.7,7.1,6.7,Non-HR
133.9137577,1,m,19,manufacture,Accounting,friends,no,f,white,car,4.6,6.9,5.7,7.1,5.2,Non-HR
39.72073922,0,f,30.40033257,Banks,HR,friends,my head,f,white,bus,6.2,6.2,4.1,2.5,5.2,HR
38.01232033,0,f,35,manufacture,HR,youjs,no,m,white,bus,7.8,1.9,3.3,4,6.7,HR
27.40041068,0,f,43,State,Law,rabrecNErab,no,m,white,car,4.6,5.5,6.4,4,5.2,Non-HR
25.42915811,1,f,22,Consult,HR,empjs,yes,m,white,bus,6.2,4.8,3.3,7.1,9,HR
32.52566735,1,f,48,Building,HR,rabrecNErab,no,m,white,bus,6.2,6.2,6.4,3.3,6.7,HR
23.2936345,0,f,29,IT,IT,empjs,yes,m,white,car,9.4,6.2,4.1,4.8,7.5,Non-HR
23.2936345,0,f,29,IT,IT,empjs,yes,m,white,car,7,6.2,5.7,4.8,5.2,Non-HR
49.28131417,0,f,33,PowerGeneration,HR,empjs,my head,f,white,car,7.8,6.2,6.4,7.9,6,HR
49.28131417,0,f,33,PowerGeneration,HR,empjs,my head,f,white,car,3.8,3.4,5.7,8.7,7.5,HR
18.1026694,1,f,44,Retail,HR,rabrecNErab,no,m,grey,bus,3,6.9,4.1,7.9,5.2,HR
8.180698152,1,f,24,IT,HR,empjs,my head,m,white,foot,7,5.5,4.9,4.8,2.9,HR
42.48049281,1,f,42,Consult,HR,friends,no,m,white,bus,3,6.9,6.4,5.6,6,HR
42.48049281,1,f,42,Consult,HR,friends,no,m,white,bus,7,6.2,5.7,4.8,4.4,HR
129.8069815,1,f,22,State,Teaching,recNErab,my head,f,grey,bus,3,4.8,5.7,4.8,3.7,Non-HR
8.016427105,1,m,41,IT,IT,rabrecNErab,no,m,white,bus,3.8,4.1,5.7,5.6,4.4,Non-HR
9.100616016,1,f,26,State,HR,referal,no,m,white,car,5.4,6.2,7.2,4.8,6.7,HR
26.15195072,1,m,31,Building,Engineer,youjs,no,m,white,bus,5.4,4.1,8.7,6.3,4.4,Non-HR
66.49691992,1,f,38,Building,HR,youjs,no,m,white,bus,7,4.1,4.9,5.6,6.7,HR
10.02053388,0,m,38,Agriculture,HR,youjs,no,f,white,car,7.8,2.6,4.1,7.9,6.7,HR
6.53798768,1,f,26,Consult,HR,youjs,no,f,grey,bus,7,6.2,4.1,4.8,8.3,HR
0.492813142,0,f,29,Retail,HR,empjs,my head,f,grey,bus,4.6,5.5,1.8,7.1,6.7,HR
0.492813142,0,f,29,Retail,HR,empjs,my head,f,grey,bus,4.6,1,5.7,8.7,2.9,HR
0.492813142,0,f,29,Retail,HR,empjs,my head,f,grey,bus,5.4,4.8,8,9.4,2.9,HR
2.858316222,1,f,38,Building,HR,KA,no,m,white,car,5.4,5.5,4.9,4.8,4.4,HR
2.858316222,1,f,38,Building,HR,KA,no,m,white,car,6.2,6.2,4.9,3.3,2.9,HR
48.45995893,0,m,35,IT,IT,friends,no,m,white,bus,7,5.5,2.6,5.6,9,Non-HR
15.14579055,0,f,39,etc,manage,KA,no,f,white,bus,3.8,7.6,4.9,7.1,9,Non-HR
133.8809035,1,m,19,manufacture,Accounting,rabrecNErab,no,f,white,car,6.2,3.4,5.7,7.1,6.7,Non-HR
133.8809035,1,m,19,manufacture,Accounting,rabrecNErab,no,f,white,car,4.6,6.9,5.7,7.1,5.2,Non-HR
32.88706366,0,f,26,IT,HR,empjs,my head,f,white,bus,9.4,6.2,2.6,4,6,HR
32.88706366,0,f,26,IT,HR,empjs,my head,f,white,bus,6.2,7.6,4.1,3.3,6.7,HR
63.14579055,1,m,32,Mining,Law,friends,no,f,white,bus,3,4.8,4.1,7.1,7.5,Non-HR
8.969199179,1,f,26,State,HR,empjs,yes,m,white,car,5.4,6.2,7.2,4.8,6.7,HR
36.59958932,0,m,33,Retail,HR,empjs,no,f,white,car,4.6,6.2,8,7.1,5.2,HR
36.59958932,0,m,33,Retail,HR,empjs,no,f,white,car,5.4,7.6,5.7,7.1,6,HR
11.76180698,0,f,39,transport,HR,empjs,no,f,white,bus,4.6,4.1,4.9,5.6,3.7,HR
11.76180698,0,f,39,transport,HR,empjs,no,f,white,bus,6.2,4.8,5.7,4,2.9,HR
28.81314168,0,f,23,Retail,HR,empjs,no,m,white,bus,7,4.1,8,4.8,4.4,HR
18.56262834,0,f,24,manufacture,HR,youjs,no,f,white,bus,3.8,7.6,8,4.8,2.9,HR
1.80698152,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5,Non-HR
1.80698152,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9,Non-HR
17.08418891,0,f,34,Banks,HR,youjs,no,f,white,bus,1.4,6.9,8,4,5.2,HR
1.938398357,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5,Non-HR
1.938398357,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9,Non-HR
50.69404517,0,m,32,State,etc,youjs,no,f,white,car,3.8,3.4,7.2,10,5.2,Non-HR
41.65913758,0,f,29,Retail,HR,empjs,my head,f,white,bus,6.2,6.9,8.7,3.3,2.9,HR
103.5893224,0,f,21,Retail,HR,empjs,no,f,grey,bus,2.2,4.8,8.7,7.9,5.2,HR
103.5893224,0,f,21,Retail,HR,empjs,no,f,grey,bus,3.8,3.4,8.7,7.1,3.7,HR
2.135523614,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5,Non-HR
2.135523614,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9,Non-HR
2.168377823,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5,Non-HR
2.168377823,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9,Non-HR
13.14168378,1,m,42,etc,Marketing,empjs,no,f,grey,bus,2.2,6.9,3.3,6.3,3.7,Non-HR
2.431211499,0,f,35,Telecom,HR,empjs,no,f,grey,bus,7,3.4,3.3,6.3,7.5,HR
49.34702259,1,m,42,Consult,Consult,youjs,my head,m,white,bus,5.4,8.4,6.4,5.6,5.2,Non-HR
79.11293634,0,m,28,IT,HR,youjs,no,m,white,bus,2.2,5.5,7.2,4.8,3.7,HR
35.84394251,0,f,27,PowerGeneration,HR,youjs,no,m,white,foot,3,2.6,6.4,7.1,7.5,HR
35.84394251,0,f,27,PowerGeneration,HR,youjs,no,m,white,foot,3,5.5,4.1,7.1,8.3,HR
12.81314168,1,m,33,Building,Sales,KA,no,m,grey,car,7.8,3.4,7.2,4,5.2,Non-HR
2.234086242,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,4.8,7.5,Non-HR
2.234086242,0,f,26,Banks,Sales,advert,no,f,white,foot,5.4,7.6,4.1,5.6,9,Non-HR
17.11704312,0,f,31,transport,manage,friends,my head,m,white,bus,5.4,6.2,6.4,4,3.7,Non-HR
17.11704312,0,f,31,transport,manage,friends,my head,m,white,bus,3.8,3.4,8,6.3,6,Non-HR
23.95071869,1,f,32,manufacture,HR,recNErab,my head,f,white,car,4.6,6.9,4.9,5.6,6,HR
11.86036961,0,f,25,Retail,HR,youjs,no,m,white,car,7.8,4.8,5.7,4.8,5.2,HR
