stag,event,gender,age,industry,profesi,traffic,coach,head_gender,greywage,way,extraversion,independ,selfcontrol,anxiety,novator,profession
5.848049281,0,f,33,manufacture,HR,KA,no,m,white,bus,5.4,9.1,4.1,2.5,6,HR
24.0164271,1,f,28,transport,HR,empjs,no,m,white,bus,3.8,4.8,9.5,4.8,2.1,HR
43.99178645,1,m,26,etc,Engineer,friends,no,m,white,bus,7.8,6.9,4.1,6.3,7.5,Non-HR
20.69815195,1,f,40,Building,HR,rabrecNErab,my head,m,white,car,2.2,8.4,6.4,4.8,6.7,HR
29.8973306,0,f,26,IT,HR,friends,my head,m,white,bus,4.6,6.9,8,4,4.4,HR
31.14579055,0,m,21,Retail,Sales,rabrecNErab,yes,m,white,bus,7.8,4.1,2.6,5.6,8.3,Non-HR
1.347022587,0,f,27,Retail,HR,youjs,my head,m,white,bus,7,4.8,6.4,4.8,7.5,HR
23.9835729,1,f,29,Mining,HR,rabrecNErab,no,m,white,bus,4.6,5.5,5.7,4.8,7.5,HR
32.45995893,0,f,25,Retail,Marketing,youjs,yes,f,white,bus,8.6,5.5,3.3,5.6,9.8,Non-HR
64.29568789,1,m,44,Retail,Commercial,youjs,no,m,white,bus,3,2.6,10,9.4,4.4,Non-HR
21.35523614,1,m,31,RealEstate,Marketing,youjs,my head,f,grey,car,7.8,4.1,4.1,7.9,7.5,Non-HR
11.69609856,1,f,36,Telecom,HR,youjs,no,f,white,car,7,4.1,6.4,5.6,8.3,HR
54.07802875,1,f,30,State,HR,friends,yes,f,white,foot,5.4,4.1,4.9,8.7,7.5,HR
42.0862423,0,f,31,State,HR,rabrecNErab,no,f,white,bus,1.4,7.6,7.2,4,2.9,HR
27.40041068,0,f,22,Consult,HR,youjs,my head,f,white,bus,6.2,5.5,2.6,5.6,8.3,HR
1.117043121,1,f,54,Pharma,HR,rabrecNErab,no,m,white,car,4.6,8.4,5.7,4,4.4,HR
1.117043121,1,f,54,Pharma,HR,rabrecNErab,no,m,white,car,4.6,8.4,5.7,4,4.4,HR
42.38193018,1,f,36,manufacture,HR,youjs,my head,f,white,bus,6.2,4.8,5.7,8.7,7.5,HR
5.782340862,1,f,32,Retail,HR,friends,no,f,grey,car,6.2,6.2,1.8,5.6,9,HR
43.30184805,0,f,33,Banks,HR,empjs,no,f,white,bus,7,6.2,1,9.4,7.5,HR
53.09240246,0,f,23,Retail,etc,recNErab,my head,m,white,bus,6.2,6.9,4.9,2.5,2.9,Non-HR
17.60985626,1,f,41,Banks,HR,empjs,no,m,white,bus,7.8,5.5,2.6,6.3,8.3,HR
17.60985626,1,f,41,Banks,HR,empjs,no,m,white,bus,8.6,5.5,3.3,6.3,7.5,HR
17.60985626,1,f,41,Banks,HR,empjs,no,m,white,bus,7,6.9,4.1,5.6,7.5,HR
26.0862423,1,f,30,Banks,HR,youjs,no,f,white,bus,8.6,6.9,2.6,4,7.5,HR
16.65708419,0,f,26,manufacture,HR,empjs,no,m,white,bus,8.6,5.5,4.1,4,3.7,HR
70.83367556,1,f,23,Banks,HR,rabrecNErab,yes,f,white,car,6.2,9.1,4.1,3.3,6.7,HR
70.83367556,1,f,23,Banks,HR,rabrecNErab,yes,f,white,car,7,7.6,3.3,3.3,6.7,HR
99.77823409,0,f,42,etc,HR,youjs,no,f,white,foot,5.4,4.8,6.4,6.3,4.4,HR
42.94045175,1,f,25,State,manage,friends,no,m,white,bus,4.6,6.2,6.4,4,4.4,Non-HR
19.58110883,1,f,23,Telecom,HR,empjs,no,f,white,bus,3.8,4.8,7.2,5.6,4.4,HR
96,1,f,22,etc,Sales,recNErab,my head,m,white,foot,7,1.9,6.4,6.3,4.4,Non-HR
44.22176591,0,f,29,Retail,HR,empjs,my head,f,white,bus,6.2,6.9,8.7,3.3,2.9,HR
104.0164271,0,f,37,Retail,HR,friends,no,m,white,bus,5.4,4.8,6.4,7.1,4.4,HR
67.84394251,1,m,24,Building,HR,friends,yes,m,white,car,5.4,5.5,5.7,8.7,5.2,HR
0.919917864,1,m,26,etc,HR,youjs,yes,f,white,bus,6.2,5.5,6.4,4,3.7,HR
48.45995893,1,f,34,manufacture,manage,KA,no,f,white,car,7,2.6,7.2,4.8,5.2,Non-HR
15.73716632,1,f,27,Agriculture,Marketing,empjs,yes,m,white,bus,7,6.9,2.6,4,5.2,Non-HR
16.06570842,0,f,28,Retail,HR,youjs,my head,f,grey,bus,4.6,5.5,1.8,7.1,6.7,HR
16.06570842,0,f,28,Retail,HR,youjs,my head,f,grey,bus,4.6,1,5.7,8.7,2.9,HR
16.06570842,0,f,28,Retail,HR,youjs,my head,f,grey,bus,5.4,4.8,8,9.4,2.9,HR
37.38809035,0,f,20,etc,HR,KA,no,f,white,bus,7.8,7.6,4.1,4,5.2,HR
44.02464066,1,m,26,State,IT,empjs,my head,m,white,bus,4.6,3.4,6.4,7.1,6,Non-HR
12.78028747,1,f,27,IT,HR,youjs,my head,m,white,bus,6.2,6.2,4.9,5.6,6,HR
106.8418891,1,f,22,Telecom,HR,referal,no,f,white,car,7,3.4,4.1,6.3,8.3,HR
50.20123203,0,f,31,manufacture,HR,KA,my head,m,white,car,8.6,4.8,4.1,2.5,4.4,HR
6.143737166,1,f,31,manufacture,HR,youjs,my head,m,grey,car,5.4,5.5,6.4,6.3,6.7,HR
45.8973306,1,f,31,etc,HR,empjs,no,m,white,car,5.4,8.4,2.6,5.6,7.5,HR
80.65708419,1,f,37,Building,HR,friends,no,m,white,car,2.2,7.6,8,4,2.1,HR
49.31416838,1,m,42,IT,Consult,youjs,my head,m,white,bus,5.4,8.4,6.4,5.6,5.2,Non-HR
20.04106776,1,f,22,Retail,HR,empjs,no,f,white,bus,5.4,4.8,4.9,7.1,6.7,HR
20.04106776,1,f,22,Retail,HR,empjs,no,f,white,bus,4.6,1.9,8,6.3,6,HR
4.435318275,1,m,40,Agriculture,Sales,empjs,no,m,white,bus,4.6,4.1,7.2,10,5.2,Non-HR
24.21355236,0,f,23,transport,HR,empjs,yes,m,white,bus,5.4,5.5,8,2.5,4.4,HR
3.58110883,1,f,34,Retail,BusinessDevelopment,rabrecNErab,no,f,white,bus,3,7.6,4.9,5.6,5.2,Non-HR
83.58110883,0,m,33,State,Sales,rabrecNErab,no,m,white,car,7,6.2,4.1,6.3,9,Non-HR
18.49691992,1,f,46,Building,HR,friends,no,m,white,car,3.8,5.5,4.9,5.6,5.2,HR
73.13347023,0,f,22,Retail,HR,empjs,yes,f,white,bus,3.8,6.2,5.7,7.9,9,HR
76.68172485,0,f,25,Mining,Finanñe,rabrecNErab,no,f,white,car,6.2,6.2,6.4,5.6,3.7,Non-HR
82.82546201,1,f,23,Banks,HR,rabrecNErab,yes,f,white,car,6.2,9.1,4.1,3.3,6.7,HR
82.82546201,1,f,23,Banks,HR,rabrecNErab,yes,f,white,car,7,7.6,3.3,3.3,6.7,HR
28.84599589,1,m,31,Retail,Sales,empjs,my head,m,grey,bus,6.2,6.9,6.4,3.3,6.7,Non-HR
5.289527721,0,f,25,State,HR,youjs,no,f,white,bus,9.4,4.8,3.3,7.1,9,HR
149.6180698,0,f,30,RealEstate,BusinessDevelopment,referal,my head,m,white,car,5.4,6.9,2.6,5.6,8.3,Non-HR
109.2402464,0,f,22,State,HR,advert,my head,f,white,foot,5.4,5.5,7.2,4,2.9,HR
35.74537988,1,f,35,Retail,HR,empjs,no,m,white,bus,5.4,7.6,4.9,4,6,HR
50.98973306,1,f,24,Consult,HR,empjs,my head,f,white,bus,7.8,5.5,3.3,7.9,8.3,HR
109.1088296,0,f,29,Retail,HR,advert,no,m,white,car,4.6,3.4,9.5,4.8,2.1,HR
10.51334702,0,m,36,manufacture,Engineer,friends,my head,m,white,bus,7.8,2.6,4.1,8.7,6.7,Non-HR
129.2813142,0,m,33,manufacture,Engineer,recNErab,my head,m,white,bus,5.4,8.4,4.1,4.8,6.7,Non-HR
34.59548255,0,f,34,Retail,HR,empjs,no,f,white,car,8.6,5.5,4.1,5.6,6.7,HR
34.59548255,0,f,34,Retail,HR,empjs,no,f,white,car,8.6,3.4,4.1,7.1,6,HR
34.59548255,0,f,34,Retail,HR,empjs,no,f,white,car,7.8,4.1,4.1,7.1,6.7,HR
51.1211499,0,f,28,Retail,HR,youjs,no,f,white,car,5.4,5.5,6.4,2.5,4.4,HR
15.11293634,0,f,45,State,HR,rabrecNErab,no,f,white,bus,6.2,6.2,3.3,6.3,8.3,HR
15.11293634,0,f,45,State,HR,rabrecNErab,no,f,white,bus,4.6,4.8,4.1,7.9,9,HR
9.790554415,1,f,41,Retail,HR,empjs,no,m,white,bus,3,6.9,6.4,4.8,6,HR
9.790554415,1,f,41,Retail,HR,empjs,no,m,white,bus,2.2,6.9,8,6.3,3.7,HR
9.790554415,1,f,41,Retail,HR,empjs,no,m,white,bus,3,6.9,7.2,4.8,5.2,HR
3.121149897,1,f,41,Consult,HR,youjs,no,f,white,bus,1.4,4.8,8.7,5.6,2.1,HR
3.121149897,1,f,41,Consult,HR,youjs,no,f,white,bus,3,8.4,8,3.3,2.1,HR
38.17659138,0,m,33,Retail,HR,empjs,my head,f,white,bus,2.2,7.6,6.4,4.8,7.5,HR
30.02874743,1,f,22,Banks,HR,youjs,yes,f,white,bus,6.2,4.8,4.9,4.8,6.7,HR
5.092402464,0,f,29,Retail,HR,empjs,my head,f,grey,bus,4.6,5.5,1.8,7.1,6.7,HR
5.092402464,0,f,29,Retail,HR,empjs,my head,f,grey,bus,4.6,1,5.7,8.7,2.9,HR
5.092402464,0,f,29,Retail,HR,empjs,my head,f,grey,bus,5.4,4.8,8,9.4,2.9,HR
34.0698152,1,f,34,manufacture,Marketing,referal,no,m,grey,car,9.4,3.4,4.9,3.3,6,Non-HR
40.60780287,0,m,33,Retail,HR,empjs,no,f,white,car,4.6,6.2,8,7.1,5.2,HR
40.60780287,0,m,33,Retail,HR,empjs,no,f,white,car,5.4,7.6,5.7,7.1,6,HR
10.51334702,0,f,28,Agriculture,HR,friends,no,f,white,bus,6.2,5.5,3.3,6.3,8.3,HR
33.93839836,1,f,27,Retail,HR,friends,my head,f,white,bus,5.4,3.4,3.3,8.7,8.3,HR
33.93839836,1,f,27,Retail,HR,friends,my head,f,white,bus,6.2,6.2,7.2,3.3,3.7,HR
10.7761807,1,f,35,transport,Commercial,empjs,no,f,white,car,7.8,5.5,1.8,5.6,8.3,Non-HR
59.86036961,1,f,27,Retail,HR,youjs,my head,m,white,bus,6.2,6.9,4.1,5.6,6,HR
24.83778234,1,f,42,transport,HR,youjs,no,m,white,bus,5.4,4.8,4.1,4.8,6,HR
33.87268994,0,f,22,Retail,manage,youjs,no,f,white,bus,6.2,9.1,4.9,3.3,2.9,Non-HR
53.58521561,0,f,40,RealEstate,HR,youjs,no,f,white,foot,3.8,8.4,8,4,4.4,HR
53.58521561,0,f,40,RealEstate,HR,youjs,no,f,white,foot,4.6,9.1,4.9,3.3,2.9,HR
1.971252567,0,m,31,Banks,IT,recNErab,no,m,grey,car,6.2,4.1,2.6,8.7,8.3,Non-HR
0.788501027,0,f,43,etc,HR,youjs,no,m,white,bus,3,6.2,8,7.1,4.4,HR
57.62628337,0,f,23,etc,Sales,empjs,my head,f,white,bus,5.4,6.2,9.5,5.6,5.2,Non-HR
23.45790554,0,f,29,Retail,HR,youjs,my head,m,white,bus,7.8,5.5,5.7,4,5.2,HR
23.45790554,0,f,29,Retail,HR,youjs,my head,m,white,bus,6.2,6.2,5.7,6.3,2.9,HR
23.45790554,0,f,29,Retail,HR,youjs,my head,m,white,bus,7,6.2,5.7,4,3.7,HR
46.9486653,0,f,22,State,HR,rabrecNErab,my head,f,white,car,4.6,9.1,6.4,5.6,6,HR
15.40862423,1,f,44,State,HR,rabrecNErab,my head,f,grey,car,3.8,6.2,5.7,5.6,6.7,HR
39.2936345,0,m,21,IT,IT,friends,my head,m,white,foot,3.8,5.5,5.7,7.9,3.7,Non-HR
47.6386037,0,m,40,IT,Sales,rabrecNErab,no,m,white,car,1.4,6.9,9.5,6.3,1.3,Non-HR
3.811088296,1,f,32,etc,Marketing,youjs,no,m,white,bus,3.8,6.2,6.4,4,6,Non-HR
66.7926078,0,m,31,Banks,etc,friends,no,m,white,bus,4.6,7.6,4.1,4,6,Non-HR
13.8973306,1,f,23,etc,HR,friends,my head,f,white,bus,4.6,8.4,6.4,2.5,2.1,HR
108.550308,1,m,27,Building,HR,referal,no,m,white,car,3.8,6.2,8,5.6,6,HR
86.66940452,0,f,25,manufacture,HR,youjs,my head,f,white,bus,4.6,7.6,9.5,2.5,1.3,HR
86.66940452,0,f,25,manufacture,HR,youjs,my head,f,white,bus,5.4,5.5,7.2,5.6,2.9,HR
18.33264887,1,m,39,Banks,Finanñe,rabrecNErab,my head,m,white,bus,3.8,7.6,6.4,4.8,5.2,Non-HR
133.4209446,1,f,29,Retail,Sales,rabrecNErab,no,m,white,car,5.4,6.9,2.6,7.9,6.7,Non-HR
8.180698152,1,f,24,Consult,HR,youjs,no,f,white,bus,6.2,3.4,7.2,2.5,3.7,HR
8.180698152,1,f,24,Consult,HR,youjs,no,f,white,bus,6.2,5.5,7.2,7.1,4.4,HR
13.33880903,1,f,33,manufacture,HR,youjs,yes,m,white,car,9.4,5.5,1.8,4.8,6.7,HR
55.78644764,1,f,27,Retail,Sales,friends,yes,m,white,bus,4.6,6.9,7.2,2.5,6.7,Non-HR
12.97741273,1,f,29,Consult,HR,advert,my head,f,white,foot,3.8,4.8,6.4,7.9,6.7,HR
32.32854209,0,f,29,manufacture,HR,friends,no,f,white,bus,3.8,4.8,6.4,7.9,6.7,HR
163.8110883,1,m,19,manufacture,HR,referal,no,m,white,car,4.6,5.5,6.4,7.9,6,HR
31.96714579,1,m,29,Consult,HR,empjs,my head,m,white,bus,4.6,3.4,10,6.3,1,HR
4.862422998,0,f,27,manufacture,HR,youjs,no,m,white,car,5.4,4.1,5.7,7.1,3.7,HR
13.73305955,0,f,29,manufacture,HR,rabrecNErab,no,f,white,bus,6.2,3.4,4.9,7.9,7.5,HR
51.94250513,0,m,33,PowerGeneration,etc,rabrecNErab,no,f,white,car,6.2,4.8,4.9,5.6,5.2,Non-HR
22.57084189,1,f,30,RealEstate,HR,rabrecNErab,no,m,grey,bus,7.8,3.4,4.9,5.6,5.2,HR
19.44969199,0,f,31,etc,HR,empjs,my head,f,white,bus,7,2.6,4.1,8.7,5.2,HR
73.98767967,0,m,33,Telecom,IT,friends,yes,m,white,car,7,6.2,3.3,6.3,7.5,Non-HR
8.739219713,0,m,34,manufacture,HR,youjs,my head,f,white,bus,9.4,7.6,1,4,5.2,HR
48.45995893,1,f,34,Mining,manage,KA,no,f,white,bus,7,2.6,7.2,4.8,5.2,Non-HR
14.85010267,1,m,29,PowerGeneration,HR,rabrecNErab,no,f,white,bus,3.8,3.4,8,6.3,6,HR
63.54004107,1,f,31,Building,Marketing,rabrecNErab,no,m,white,car,3.8,5.5,3.3,9.4,9,Non-HR
49.31416838,1,m,42,Consult,Consult,youjs,my head,m,white,bus,5.4,8.4,6.4,5.6,5.2,Non-HR
13.27310062,1,f,34,Mining,HR,empjs,no,m,white,car,6.2,4.8,4.1,5.6,6.7,HR
17.83983573,1,f,39,Retail,HR,rabrecNErab,yes,m,white,car,6.2,7.6,4.1,2.5,4.4,HR
114.1355236,1,f,38,Mining,Finanñe,referal,no,m,white,bus,3.8,3.4,9.5,7.1,2.9,Non-HR
8.147843943,0,f,42,Banks,HR,rabrecNErab,no,f,white,bus,3.8,8.4,2.6,4.8,7.5,HR
8.082135524,1,f,33,manufacture,HR,referal,my head,m,grey,car,7.8,6.9,2.6,4.8,8.3,HR
26.94045175,1,f,44,transport,HR,referal,no,m,white,car,3.8,6.2,4.9,6.3,10,HR
1.478439425,1,m,28,transport,Commercial,referal,no,m,white,bus,6.2,3.4,6.4,8.7,6,Non-HR
94.81724846,0,f,30.40033257,Retail,HR,advert,no,f,grey,bus,6.2,4.1,4.1,6.3,7.5,HR
12.78028747,1,f,24,etc,HR,empjs,my head,f,white,bus,8.6,4.8,4.1,6.3,5.2,HR
19.87679671,1,f,29,manufacture,HR,empjs,no,m,white,car,6.2,6.2,4.9,4.8,7.5,HR
34.82546201,0,m,27,etc,Sales,youjs,yes,m,grey,bus,10,2.6,4.1,5.6,9,Non-HR
96.72279261,1,m,30,Retail,Sales,KA,no,m,white,car,6.2,7.6,4.9,4.8,8.3,Non-HR
12.12320329,1,f,39, HoReCa,HR,youjs,no,m,white,foot,3.8,6.9,5.7,5.6,3.7,HR
10.64476386,1,f,26,Telecom,IT,youjs,my head,m,grey,bus,7,4.1,2.6,8.7,9,Non-HR
4.402464066,0,m,40,State,Consult,KA,no,m,grey,foot,7,6.2,4.1,6.3,9,Non-HR
2.36550308,0,f,28,Building,HR,empjs,my head,m,white,bus,7,6.9,2.6,4,5.2,HR
17.51129363,0,f,39,transport,HR,youjs,no,f,white,bus,4.6,4.1,4.9,5.6,3.7,HR
17.51129363,0,f,39,transport,HR,youjs,no,f,white,bus,6.2,4.8,5.7,4,2.9,HR
18.16837782,0,f,24,Retail,HR,friends,my head,f,white,bus,5.4,4.8,4.9,7.1,6.7,HR
18.16837782,0,f,24,Retail,HR,friends,my head,f,white,bus,4.6,1.9,8,6.3,6,HR
10.38193018,0,f,34,etc,etc,empjs,my head,f,white,car,6.2,1,7.2,4.8,6,Non-HR
7.852156057,0,f,23,transport,HR,youjs,my head,f,white,bus,4.6,7.6,8,5.6,2.1,HR
84.04106776,0,m,28,IT,HR,youjs,no,m,white,bus,2.2,5.5,7.2,4.8,3.7,HR
8.213552361,0,f,30,transport,HR,youjs,no,m,white,bus,6.2,6.2,6.4,3.3,4.4,HR
9.593429158,1,f,34,State,Teaching,referal,no,f,white,bus,7.8,7.6,3.3,2.5,7.5,Non-HR
43.92607803,1,f,32,transport,HR,rabrecNErab,my head,m,white,bus,6.2,4.8,2.6,5.6,9.8,HR
82.75975359,0,f,20,Telecom,HR,recNErab,yes,f,white,foot,3.8,6.9,5.7,6.3,6.7,HR
27.92607803,0,f,25,Consult,HR,empjs,no,f,white,bus,7,4.1,5.7,5.6,8.3,HR
3.811088296,1,f,23,etc,HR,rabrecNErab,yes,m,white,bus,7,4.8,7.2,4.8,4.4,HR
48.09856263,1,f,25,State,Consult,rabrecNErab,yes,f,white,bus,7,4.1,5.7,6.3,7.5,Non-HR
8.640657084,1,f,25,Retail,IT,empjs,no,f,grey,bus,7,2.6,6.4,7.9,5.2,Non-HR
30.68583162,0,f,37,IT,HR,empjs,my head,f,white,bus,5.4,6.9,5.7,5.6,6.7,HR
26.34907598,0,m,36,transport,etc,empjs,no,m,grey,bus,3.8,8.4,5.7,6.3,6,Non-HR
18.13552361,0,f,23,PowerGeneration,HR,rabrecNErab,no,m,white,bus,7,5.5,4.1,4.8,6,HR
7.227926078,0,f,26,State,HR,youjs,no,m,white,bus,7.8,6.2,3.3,7.1,6.7,HR
23.2936345,1,f,32,Consult,HR,friends,no,f,white,car,6.2,6.2,7.2,3.3,2.9,HR
100.238193,0,f,23,Retail,HR,rabrecNErab,no,m,white,car,5.4,5.5,5.7,4.8,9.8,HR
36.00821355,0,f,45,transport,HR,recNErab,no,f,white,car,4.6,4.8,4.9,8.7,5.2,HR
19.18685832,1,f,25,Consult,HR,empjs,my head,f,grey,bus,7,4.8,5.7,4.8,5.2,HR
43.95893224,0,f,38,Retail,HR,friends,no,m,white,bus,7.8,7.6,2.6,5.6,7.5,HR
90.15195072,0,f,20,Telecom,HR,referal,my head,f,white,bus,9.4,6.9,2.6,3.3,7.5,HR
22.24229979,1,f,34,Retail,HR,empjs,no,m,white,car,7.8,4.1,2.6,4.8,4.4,HR
33.57700205,0,f,24,IT,HR,empjs,no,m,white,bus,6.2,6.2,4.9,3.3,4.4,HR
5.94661191,0,f,38,Retail,BusinessDevelopment,youjs,no,m,white,car,7,4.8,4.1,7.1,9,Non-HR
19.74537988,0,f,33,Pharma,HR,rabrecNErab,no,m,white,bus,5.4,6.9,4.1,4.8,6,HR
26.02053388,1,m,25,Retail,IT,referal,no,m,white,car,2.2,7.6,5.7,7.9,6,Non-HR
25.36344969,0,f,32,manufacture,HR,KA,no,m,white,car,6.2,6.9,5.7,4.8,8.3,HR
41.69199179,1,f,36,manufacture,Sales,KA,no,m,grey,car,8.6,4.8,1.8,7.1,8.3,Non-HR
23.55646817,1,f,32,etc,HR,youjs,my head,f,white,bus,5.4,6.9,7.2,7.9,6.7,HR
80.49281314,1,f,25,Consult,HR,youjs,my head,f,white,bus,6.2,6.2,5.7,3.3,6.7,HR
22.01232033,0,m,37,manufacture,etc,youjs,no,m,white,bus,3,8.4,5.7,5.6,6.7,Non-HR
42.38193018,1,f,26,Consult,BusinessDevelopment,empjs,my head,m,white,bus,9.4,6.9,3.3,3.3,6,Non-HR
33.41273101,0,m,32,Retail,HR,youjs,no,m,white,bus,4.6,2.6,6.4,8.7,6,HR
64.52566735,0,f,25,etc,HR,KA,my head,m,white,foot,7.8,4.1,6.4,4,3.7,HR
3.482546201,1,f,37,IT,HR,empjs,yes,f,white,bus,6.2,6.9,5.7,6.3,5.2,HR
88.83778234,1,f,25,transport,HR,referal,my head,f,white,car,4.6,6.9,4.9,4,6,HR
110.4887064,0,f,25,Pharma,HR,friends,my head,f,white,bus,10,1.9,2.6,7.1,9.8,HR
14.06160164,0,f,56,Retail,HR,empjs,no,m,white,bus,4.6,6.2,4.9,5.6,6.7,HR
11.99178645,1,m,24,State,Teaching,rabrecNErab,no,f,white,bus,6.2,4.1,5.7,5.6,3.7,Non-HR
101.5195072,0,f,32,IT,HR,rabrecNErab,no,f,white,bus,4.6,7.6,4.1,4.8,6,HR
179.449692,0,f,24,Retail,HR,KA,no,f,white,bus,7,4.8,2.6,5.6,8.3,HR
12.38603696,0,f,24,Pharma,HR,youjs,yes,f,white,bus,5.4,6.9,5.7,5.6,4.4,HR
24.90349076,0,f,24,manufacture,HR,youjs,no,m,white,bus,3.8,7.6,8,4.8,2.9,HR
61.99589322,0,m,31,Banks,HR,youjs,no,f,white,car,5.4,4.8,8.7,5.6,4.4,HR
24.47638604,0,f,27,Building,HR,empjs,no,m,white,bus,8.6,5.5,4.9,3.3,3.7,HR
63.70431211,0,f,37,manufacture,HR,KA,no,m,white,foot,6.2,6.9,3.3,7.1,6.7,HR
5.388090349,1,f,38,Retail,HR,rabrecNErab,no,m,white,car,1.4,4.1,7.2,6.3,7.5,HR
64.75564682,0,f,35,Consult,HR,friends,my head,f,white,foot,7,6.2,7.2,2.5,5.2,HR
64.75564682,0,f,35,Consult,HR,friends,my head,f,white,foot,8.6,6.9,5.7,3.3,4.4,HR
2.694045175,0,m,29,PowerGeneration,HR,friends,no,f,white,bus,7,5.5,8,5.6,8.3,HR
2.39835729,0,m,25,Retail,Marketing,youjs,no,f,white,car,6.2,2.6,5.7,5.6,6.7,Non-HR
26.87474333,1,f,26,Consult,HR,youjs,my head,f,white,bus,8.6,4.1,4.9,5.6,5.2,HR
144.7556468,0,f,27,manufacture,HR,referal,no,f,white,car,5.4,9.1,3.3,4.8,6,HR
45.30595483,1,f,34,Retail,HR,youjs,no,f,white,bus,7,1.9,9.5,5.6,6,HR
45.30595483,1,f,34,Retail,HR,youjs,no,f,white,bus,6.2,2.6,8.7,6.3,6,HR
45.30595483,1,f,34,Retail,HR,youjs,no,f,white,bus,5.4,2.6,10,3.3,3.7,HR
45.30595483,1,f,34,Retail,HR,youjs,no,f,white,bus,4.6,5.5,10,2.5,5.2,HR
6.078028747,0,f,35, HoReCa,HR,youjs,no,f,white,bus,5.4,5.5,7.2,5.6,2.9,HR
22.63655031,1,f,36,PowerGeneration,Accounting,empjs,no,f,white,bus,7.8,1.9,4.1,7.1,9,Non-HR
96.59137577,0,f,46,etc,Marketing,friends,no,m,white,bus,4.6,8.4,4.9,7.9,6,Non-HR
10.90759754,1,f,32,Building,HR,rabrecNErab,my head,m,white,car,7.8,5.5,4.9,6.3,9,HR
16.95277207,0,f,38,Retail,HR,youjs,no,f,white,foot,7,1.9,9.5,5.6,6,HR
16.95277207,0,f,38,Retail,HR,youjs,no,f,white,foot,6.2,2.6,8.7,6.3,6,HR
16.95277207,0,f,38,Retail,HR,youjs,no,f,white,foot,5.4,2.6,10,3.3,3.7,HR
16.95277207,0,f,38,Retail,HR,youjs,no,f,white,foot,4.6,5.5,10,2.5,5.2,HR
61.2073922,0,f,25,etc,HR,youjs,no,f,white,bus,6.2,6.2,3.3,6.3,6.7,HR
9.264887064,1,f,23,Retail,HR,youjs,no,f,white,bus,7,5.5,3.3,4.8,6.7,HR
81.64271047,0,f,31,Retail,HR,youjs,yes,f,white,bus,4.6,5.5,7.2,3.3,2.9,HR
81.64271047,0,f,31,Retail,HR,youjs,yes,f,white,bus,4.6,5.5,7.2,4.8,3.7,HR
55.95071869,0,f,40,etc,HR,youjs,no,f,white,foot,3.8,8.4,8,4,4.4,HR
55.95071869,0,f,40,etc,HR,youjs,no,f,white,foot,4.6,9.1,4.9,3.3,2.9,HR
49.7412731,0,m,40,IT,Sales,friends,no,m,white,car,1.4,6.9,9.5,6.3,1.3,Non-HR
